impedence,impedence_fluctuation,applied_voltage,output_current,configured_resistance,saturated,max_force_applicable,quality_index,connector_type,broke
-2.2637451794754604,-0.2926879438419745,3,-0.3601391691577687,61,False,-2.2637451794754604,4.681793201703292,type_b,1
-0.41774752980877006,0.33245202750816216,14,-2.9327689574226232,60,False,-0.41774752980877006,0.10096349269957523,type_a,1
1.2179279965280498,0.46783109881559104,16,0.5609295390225808,98,False,1.2179279965280498,1.7369342040324396,type_a,0
-0.4009161431973103,0.40316812552439507,8,-1.649021691250684,32,False,-0.4009161431973103,0.09055052523674416,type_a,1
-1.5946653267650874,-0.21866338787776202,18,0.8859034428911947,83,False,-1.5946653267650874,2.234024439033785,type_a,0
0.07317472939243057,0.2801305206688033,19,9.237170856083482,49,False,1.0731747293924305,0.029989486900141554,type_b,1
0.8495573435816288,0.32821999660911905,1,-5.103072752271903,74,False,0.8495573435816288,0.9016591487497995,type_b,1
0.46143710836664215,0.12395323720925372,5,1.1322140706748192,45,False,0.46143710836664215,0.3152116266510967,type_a,0
-0.8650888966104399,0.23906648762356705,18,2.2212395845440622,59,False,-0.8650888966104399,0.5853610197165804,type_b,0
0.09030776639246732,0.7512821495330168,3,0.05840708409460582,77,False,0.09030776639246732,0.036217045949289914,type_b,1
0.003840614418358038,0.6363027773963121,13,-5.21352830623532,39,False,0.003840614418358038,0.010782873202782107,type_b,1
-0.3500873054148931,0.6876027133836345,5,0.6604372479973202,21,False,-0.3500873054148931,0.06254366032968202,type_b,1
1.2459184030091017,0.763519157433367,9,-0.6895565117986944,19,False,1.2459184030091017,1.811496347558571,type_a,0
-0.7699685650790209,0.3776788500269327,11,2.62734117520736,42,False,-0.7699685650790209,0.44885787819404227,type_b,0
2.584262122117195,1.1205547695819145,-15,3.7222963457172984,54,False,3.584262122117195,7.205263140233106,type_b,1
-0.997608708305603,-0.13564124111838985,4,1.00484779674713,82,False,2.002391291694397,0.8057013932260532,type_a,0
-2.582484714077112,-0.08890510937026175,0,-0.6590578108683888,35,False,-2.582484714077112,6.162730355626521,type_b,1
-1.3933676066466265,-0.15856865009781818,12,-1.779579411065267,38,False,-1.3933676066466265,1.6727997659228226,type_a,0
-0.7313721094129747,0.7898983132570775,0,-0.3572820971830764,15,False,1.2686278905870254,0.3986307405445893,type_b,0
0.14751844830400618,0.32480094473594173,18,0.8407228741482273,56,False,1.1475184483040062,0.06126538225082298,type_b,1
0.11886492741847757,0.9069678266291554,9,-0.3446365052950067,71,False,1.1188649274184777,0.047901856453895456,type_a,1
-0.910884877933526,0.49009984640313187,19,0.09472783249334896,68,False,0.08911512206647398,0.6575342852612694,type_b,0
1.0484386087075324,0.7258484172365328,0,3.7169539084479974,53,False,1.0484386087075324,1.318911237970093,type_b,1
0.43189208561578873,0.6383530831437733,6,-2.086232511712284,20,False,0.43189208561578873,0.2829091907407135,type_a,0
0.7753949307435293,0.30855184136187885,6,-139.44187103485106,80,False,0.7753949307435293,0.7663162847714684,type_b,1
-1.321705880990625,0.32704122108306133,10,-4.924515594053523,71,False,-0.321705880990625,1.492565259647079,type_b,1
0.8584290500612165,0.350407112611882,5,-0.39424973745027003,60,False,1.8584290500612166,0.9185862440012458,type_b,1
0.05980726932814264,0.27592117390196935,0,2.3156920333880664,94,False,3.0598072693281426,0.025538363330117525,type_a,1
-0.22210880789224108,0.9095667213724623,1,-1.394315506997976,77,False,-0.22210880789224108,0.014910560964864235,type_b,1
-0.24143575708806803,0.07352802513673476,3,173.16457271717752,66,False,-0.24143575708806803,0.020004073383074982,type_a,0
-0.6344076396526217,-0.08101585369112843,6,3.647703464110566,49,False,0.3655923603473783,0.2855915253190864,type_b,1
0.2720267772887422,0.3125631793667076,15,-1.5570413085209316,87,False,0.2720267772887422,0.1384039230198474,type_a,0
0.6355198260995241,0.7516776766981835,14,-1.803650590133531,3,True,0.6355198260995241,0.7081124615006629,type_a,0
0.42497887456726785,0.885512814794299,12,-3.9718214676387973,20,False,0.42497887456726785,0.27560281874191517,type_b,1
0.11324562259570278,0.9602151212962776,0,-0.40381773548097427,33,False,0.11324562259570278,0.045473695556228905,type_b,1
0.6546597746343618,0.18657157664321952,15,-1.036049382187464,74,True,0.6546597746343618,0.7384552441873413,type_a,0
0.567577929456684,0.27544541556513535,6,0.7070270938476318,62,False,0.567577929456684,0.44566029189767326,type_a,0
-2.538284116398979,-0.05864927196389613,0,3.1754221726353022,35,False,-2.538284116398979,5.945229432283549,type_a,1
-1.1936648180388405,0.49350522671930874,12,4.51243936127701,59,False,-1.1936648180388405,1.1961027342159298,type_a,1
-2.0306052080773704,-0.2931677209221105,16,-1.1400681563938415,54,False,-2.0306052080773704,3.7272364694554665,type_b,1
0.6897401763401441,0.4536718489426642,8,2.9362878196556332,8,False,1.689740176340144,0.6236895461257618,type_a,0
0.2290387088305826,0.1134665785617322,4,-5.0462996151907635,28,False,1.2290387088305825,0.10826647190889693,type_a,1
-2.2492222896714367,-0.05993399114876169,11,2.5566300453393533,21,False,-1.2492222896714367,4.619156450420532,type_b,1
0.5069807319549816,0.5976555639013434,18,0.03817947448284262,75,False,3.5069807319549815,0.3684256089646052,type_b,0
-0.2676445978140456,0.49838188997736765,13,0.5152424142928871,91,False,-0.2676445978140456,0.0281047111762331,type_b,1
0.0941483406288292,0.8708995758558622,4,-2.9045768481667906,7,False,0.0941483406288292,0.037693578168927884,type_a,1
1.1872560166676467,0.7856996020350466,13,-1.349883063949725,32,False,1.1872560166676467,1.6570280524470569,type_a,0
-1.361414152850118,-0.21120783361480217,5,2.24675778239008,73,False,2.6385858471498818,1.5911656650105808,type_b,0
-1.0571892975666153,0.4325183738711791,10,-0.43486865678673914,42,False,-0.05718929756661528,0.9162113513760705,type_b,1
0.06516082501745393,0.6444644477736836,11,-0.5023321044382458,32,False,0.06516082501745393,0.02727809812044604,type_a,1
1.3862063285569306,1.0043956759326236,-17,-2.02549302717235,93,False,1.3862063285569306,2.2088092510426716,type_a,0
-1.0370128870949453,0.1090174757263582,3,38.05818897162992,70,False,-0.037012887094945324,0.8779931505820048,type_a,1
-3.039899633275776,0.06126343990929439,1,-1.8983650187175791,59,False,-2.039899633275776,8.643009853735041,type_a,1
-1.7585428728277388,0.3784070429521808,1,3.0254764921052417,27,False,0.2414571271722612,2.7507644610076887,type_a,1
0.9653291878796132,0.46545810680454636,19,5.757080989421508,62,False,1.9653291878796133,1.1349262785482361,type_a,0
-0.6765327938607247,0.02370349531338531,3,3.613367661183998,83,False,0.32346720613927527,0.3323900623968529,type_b,0
-0.9614753723097911,-0.1345821835796512,17,1.4105836686227047,75,False,-0.9614753723097911,0.7421398170962932,type_a,0
0.39606589605458453,0.0942088088914988,1,48.988389248604044,67,False,1.3960658960545844,0.24608137322843784,type_a,1
-0.05613769427273307,0.7216823050721675,17,-0.8981207855241811,26,True,-0.05613769427273307,0.1712013016203871,type_b,0
0.29085867635417684,0.4890408772335249,18,2.5162245667762533,52,False,0.29085867635417684,0.15277050488133914,type_a,0
0.4305369313951383,0.17873753372661547,2,-0.6862977694957362,31,False,1.4305369313951384,0.28146943557416976,type_b,0
-1.0531672196431892,-0.15316116974256314,7,-2.9010404656028834,54,False,-1.0531672196431892,0.9085277486023277,type_a,0
-0.8839706312382366,-0.05178822618222212,15,-0.40872146265086323,79,False,-0.8839706312382366,0.6146099506440792,type_b,0
0.21215562405857047,0.6554009387229454,18,0.9536502410653012,19,False,2.2121556240585702,0.09744113363139556,type_a,1
-0.21610401348913788,0.43829531369809793,12,-1.4931027134326134,9,False,-0.21610401348913788,0.01348014194828591,type_b,1
-1.5706497503652392,0.0006421312606015306,8,-3.5901437806872254,29,False,-1.5706497503652392,2.16281068824934,type_b,1
0.12654462301182995,0.9739498193772259,3,-9.899730637023344,41,False,0.12654462301182995,0.051322466215572154,type_b,1
-0.26707212457497354,0.15981679517901803,3,-4.059747011546554,65,False,0.7329278754250265,0.027913094809995473,type_a,1
-1.1540672360061204,0.4422825123017926,12,-14.371921428456586,37,False,-0.15406723600612038,1.111057738021582,type_b,1
0.30100029657949756,0.7434611911682268,2,5.402141577705129,36,False,0.30100029657949756,0.160801237856845,type_a,1
-1.3218421304708385,-0.25836936816528305,10,-0.03373723604232709,17,False,-1.3218421304708385,1.4928981917935173,type_b,0
-1.330988511581146,0.0815359117847202,16,6.583803444838665,24,False,-0.33098851158114595,1.515332715644765,type_b,1
-0.31317994673833993,0.0012729354846160584,18,-1.4977635159805993,56,False,-0.31317994673833993,0.045445689691361445,type_a,1
1.5033357396606075,0.7001004083081992,5,0.40654456736802386,76,False,3.5033357396606073,2.5706854940730275,type_a,0
0.23736320010835363,0.25243979272159955,19,-0.7090154454059704,76,False,1.2373632001083537,0.11381392878734906,type_a,0
-1.1014767001821122,0.5433366437253879,1,-2.3035088352580764,5,False,-1.1014767001821122,1.002955581007652,type_a,0
1.9901739102632683,0.7876312593615962,10,11.84117905752943,36,False,2.9901739102632683,4.368826975145241,type_a,1
0.5470158207975204,0.287947711461835,9,-13.816551756696832,71,False,0.5470158207975204,0.41862947236228903,type_a,1
0.329177237676467,0.718339589028335,18,3.8523432269400835,33,False,0.329177237676467,0.18419310133960262,type_b,1
-0.6499410669154851,0.750510377644881,4,-0.04293506926585633,18,False,-0.6499410669154851,0.3024351770801421,type_a,0
-0.6873849583052438,0.5751317089361292,17,-3.0666484071547067,21,False,-0.6873849583052438,0.34502108924325303,type_b,0
0.00141137656806403,0.7689683234547867,1,0.42889442189599714,28,False,2.001411376568064,0.010284267297429688,type_b,1
0.4508550014872423,0.643530821638669,19,0.288113264861889,42,False,1.4508550014872423,0.30344123266350975,type_a,0
0.6992093312170047,0.4167704088028092,15,2.556878437535334,90,False,0.6992093312170047,0.6387355551043319,type_b,0
-1.4495766631731546,0.08361183572217473,2,-0.9101585317327862,5,False,-1.4495766631731546,1.821357169781586,type_b,1
1.4762775739086136,0.5647819962819969,19,-0.13576685186451692,31,False,2.4762775739086136,2.484650990007225,type_a,1
1.7428498866357194,0.567684091628201,7,-1.547004172478334,61,False,1.7428498866357194,3.396095704673284,type_b,1
0.3488876665246499,0.11713094709656248,2,-0.00352254089347611,16,False,0.3488876665246499,0.20150013715794535,type_b,0
-1.5728417032027866,0.19579212175168975,8,-1.8120957874066996,6,True,-1.5728417032027866,2.336366022994171,type_a,1
-0.4768964417509375,0.805621589657753,18,0.899648244272748,22,False,-0.4768964417509375,0.14205092780451783,type_b,0
0.2776034584553272,0.3846337984396285,13,-0.15940227093648987,73,False,1.277603458455327,0.14258437183742398,type_b,0
0.024965829564532027,0.5811820561309378,12,0.24185203381296955,2,True,0.024965829564532027,0.18650831862649017,type_b,0
-1.210649440319914,0.5708219525610162,15,2.8666530140964275,75,False,-1.210649440319914,1.233542179282938,type_a,0
0.18064165325046772,0.18752397317566247,,4.417998219341403,81,False,0.18064165325046772,0.07875973753915577,type_b,1
-0.9385119446094561,0.18054598716311593,5,2.6985299929109012,50,False,1.061488055390544,0.7031022812527316,type_b,0
-0.17277519722289553,0.56883679293979,1,-1.397239187421226,33,False,-0.17277519722289553,0.00529622933083134,type_a,1
-0.1073762450179241,0.11204592817463638,10,0.018027544923298888,88,False,0.8926237549820759,5.440899056445005e-05,type_a,1
0.7944155753832158,0.25121808120819067,11,-3.646416385285464,82,False,1.7944155753832158,0.799979221488089,type_b,0
0.6162064253806174,0.8242872225299228,7,-1.49021397026426,91,False,0.6162064253806174,0.5129516437564818,type_b,0
-0.33184527596087954,0.45991246750022924,12,0.3015245538793121,10,False,0.6681547240391205,0.05375223198537638,type_a,1
-3.0045852049137474,-0.4552000734816337,8,-4.896134616247978,46,False,-3.0045852049137474,8.436615212603835,type_b,1
-0.5519069852509261,0.33271023479573314,13,5.486499565080258,18,False,0.4480930147490739,0.20421992331858074,type_a,1
-1.1220087734646218,0.4340317185848236,11,-24.218428612663327,90,False,-1.1220087734646218,1.0445019330386605,type_b,1
0.8148055346852232,0.5096216018929044,18,-0.4993289733781813,56,False,2.814805534685223,0.8368691662907171,type_b,0
-0.3266492805174098,0.8428238180609026,3,-1.1887599752260625,32,False,0.6733507194825902,0.05136989635905952,type_a,1
-2.6442088580693404,-0.4543863814004674,7,-0.46661093830894224,74,False,-0.6442088580693404,6.472998713478496,type_b,1
-0.4244683082997107,0.8364137333734564,9,-0.9005832373470951,28,False,1.5755316917002893,0.10527968309087614,type_b,1
1.659647497919138,0.66832557394922,18,3.08896598235481,21,False,4.6596474979191385,3.096359316933083,type_b,1
-0.21815123580187612,0.742279639114181,14,-0.5135882738248132,47,False,0.7818487641981239,0.013959714521510532,type_a,1
0.8863967659923475,0.9261082034861079,11,0.8855224435618787,75,False,0.8863967659923475,0.9729785799601619,type_a,0
0.51584736448385,0.3337244931285839,15,-0.7477277111357603,47,False,0.51584736448385,0.379267976341704,type_a,0
-2.1160909199374625,0.247819756349612,14,-1.232353146997174,14,True,-2.1160909199374625,4.233095157308425,type_b,1
0.9412755531964896,1.0817240710043374,-15,0.6499415536165456,48,False,1.9412755531964896,1.0842547776846556,type_a,0
1.9673563621778913,1.1453032155780485,-23,-0.2817356919237708,71,False,2.9673563621778913,4.273962328237405,type_a,1
-0.6082306151151382,0.22518441693364427,17,-1.0382347751268868,15,False,-0.6082306151151382,0.25829835814031177,type_b,0
0.45205832011872055,0.6164103720108854,3,-0.3238764871544887,9,False,0.45205832011872055,0.3047683888123038,type_a,0
-1.5284231414972715,0.6300047380221129,14,-1.0159132776040518,39,True,-1.5284231414972715,2.2093851089967567,type_b,1
0.7769009183913786,0.5698100576171666,8,0.07300731103000946,18,False,5.776900918391378,0.7689552206756433,type_b,0
-0.6093104547725229,0.4973805463603887,14,17.034697779863755,55,False,0.3906895452274771,0.2593971393405941,type_a,1
0.6737358605681731,0.3485424379422084,1,-18.883624074314838,84,False,0.6737358605681731,0.5986671819291715,type_a,1
-1.0071896316917464,-0.17223841690415048,14,-1.30048532763367,13,True,-1.0071896316917464,0.9913029278043273,type_a,0
1.0317185198591685,0.7428588322803751,15,0.1050775588018032,44,False,2.0317185198591687,1.2807868081922273,type_b,0
0.3564824363509701,0.9247435097430982,5,3.452216739997358,20,False,2.35648243635097,0.20837621469691744,type_b,1
0.8200833950326961,0.9522791351336604,2,-1.7658918937646897,41,False,0.8200833950326961,0.8465534538148923,type_a,0
-1.7511049773907086,0.5378339473114548,18,1.4794364882728224,35,False,-1.7511049773907086,2.726147646364372,type_a,1
-0.5020050217521048,0.49913050198920605,6,-2.6835442433046084,60,False,-0.5020050217521048,0.16160803751391029,type_a,0
-0.7967905907599235,-0.10741851335299366,14,-0.6880746055244089,17,False,-0.7967905907599235,0.4855171273715633,type_b,0
-0.4471591210971215,0.5260781833585685,3,-0.21382034555917753,19,False,-0.4471591210971215,0.1205194553609259,type_a,0
-0.8581913671338657,0.4700964583959806,6,-0.3332244528098226,18,False,-0.8581913671338657,0.5748541491963203,type_a,0
-3.069583680566628,-0.5924454212942241,1,2.7589226109681255,42,False,-2.069583680566628,8.818427235887642,type_b,1
2.8411378270863894,0.7116111376765845,10,-0.24400654778892888,22,False,3.8411378270863894,8.65029171791845,type_a,1
-0.17056685032785407,0.5579526367995,11,9.226587547910068,8,False,0.8294331496721459,0.004979680365193757,type_a,1
-0.5667088518783266,0.12900782242356762,19,-0.7011219998816507,14,False,-0.5667088518783266,0.21781715242158586,type_a,0
-1.0531174946586355,0.7309468390979954,3,0.23705190918717073,61,False,-0.05311749465863547,0.908432958624354,type_b,0
-1.8083829806732783,-0.28396433643693236,2,-1.7078052653896072,46,False,-1.8083829806732783,2.9185724086541143,type_a,1
-1.4796656836995348,0.5113513245631509,10,2.4838875892638623,26,False,-0.4796656836995348,1.9034773987781044,type_b,1
0.36452444104554,0.15626918317050464,16,14.798946370717989,81,False,0.36452444104554,0.2157829563286714,type_b,1
-0.14121944281613497,0.3859967552950587,4,1.8528880427900198,5,False,-0.14121944281613497,0.00169904246607262,type_a,1
-0.6161360138923903,0.3944655259683317,16,1.305867916686334,88,False,-0.6161360138923903,0.2663963848367257,type_b,0
1.1925095235750411,1.1299863188958563,-19,-1.6712561199466385,55,False,1.1925095235750411,1.6705808685321801,type_b,0
-0.10398704311917467,0.44109309658696794,3,-1.7241446247832501,96,False,-0.10398704311917467,1.589651283415805e-05,type_b,1
-2.6032172499249717,-0.26906212566462806,14,1.7385083418925726,47,False,-1.6032172499249717,6.266096600321938,type_b,1
0.6392056399893946,0.22917088471532884,5,-0.5670157835801939,87,False,1.6392056399893946,0.5464249781921304,type_b,0
1.3816735704544028,0.6866868790327261,12,-2.8610275046714015,18,False,3.381673570454403,2.1953565693830983,type_b,1
0.7003932176227843,0.15854771342944982,16,0.5248129322257826,90,False,0.7003932176227843,0.6406293028165537,type_b,0
0.32625359049223157,0.15768239633406847,3,1.26943759000789,35,False,0.32625359049223157,0.18169212340751903,type_b,0
0.5965468848941593,0.23896213928971305,8,-1.5334377868202924,52,False,0.5965468848941593,0.4851775628557572,type_b,0
-1.1998033035451179,0.72749394514115,7,-30.73946751382771,28,False,-0.19980330354511788,1.2095673064887544,type_a,1
-0.6205210932613644,0.24201231643538373,6,0.5824436431033831,53,False,-0.6205210932613644,0.27094220853000606,type_b,0
1.6063224370548712,0.7684609531948117,15,-0.28244634716559613,8,False,2.606322437054871,2.9115362591968754,type_b,1
-0.22263299655738922,0.11473740370159102,15,-132.05316170138047,62,False,-0.22263299655738922,0.015038851844644634,type_b,1
-0.8418522135463007,-0.11340543826562088,15,-1.9035998695053282,11,False,-0.8418522135463007,0.5503447067435462,type_b,0
0.5918972327853406,1.0190312361893001,-15,-3.167882193181105,47,False,0.5918972327853406,0.47872178073601174,type_a,0
-1.2033688424252291,0.0408021420793373,11,1.1323991215843334,80,False,-1.2033688424252291,1.21742280243479,type_a,0
0.03566570663837418,0.07289618881404059,14,-0.2878011641093393,42,False,2.0356657066383743,0.018405183957689406,type_a,1
-1.2297911845587188,0.4186711816974116,1,-2.575401678125771,49,False,-0.22979118455871883,1.2764281207065928,type_b,1
0.3713949530500263,0.6665688604447924,2,-3.0488421910292733,36,False,1.3713949530500262,0.2222132017610365,type_a,0
-0.616447898290934,0.08551015019525748,4,-0.5747488606203719,90,False,-0.616447898290934,0.26671843164912296,type_a,0
-0.7162793838128584,-0.08470578092535175,1,-1.5180276554949184,0,True,0.2837206161871416,0.5475939513807078,type_b,0
0.07415498781992111,0.6946710632018729,4,-4.442954677685415,46,False,0.07415498781992111,0.03032995978255687,type_a,1
-1.0479956140211506,0.31691852914213714,3,-0.5342602019008251,95,False,-0.0479956140211506,0.8986956842033383,type_b,0
0.2539305295387621,0.4376694876897931,17,6.407290782986157,72,False,0.2539305295387621,0.1252668197395886,type_b,1
0.3988711446613638,0.5738669513805128,16,0.47019567207645707,81,False,0.3988711446613638,0.24887241897573942,type_a,0
0.5656954461047324,1.0562839262479795,-25,-2.6626469031560487,11,False,0.5656954461047324,0.4431504269645787,type_a,0
-0.9921898435054888,0.4202375442736507,15,-16.54310828920509,83,False,0.007810156494511222,0.7960027168543486,type_b,1
1.5243162592069501,1.147187455859486,-28,-11.938366029405174,31,False,1.5243162592069501,2.6384033099240605,type_b,1
-1.781506581722245,0.4981232246856703,8,-3.8635321335750037,59,False,-1.781506581722245,2.827464384375229,type_b,1
-1.175817685500196,0.0294353681894286,14,-81.90838423139476,80,False,-0.17581768550019605,1.1573836924349985,type_b,1
-2.4978337795172765,-0.2518122212563879,4,1.1545869472212669,88,False,-1.4978337795172765,5.749606834194107,type_a,1
-0.6983694050500733,0.40012497573057126,19,-0.8208924730500365,14,False,0.3016305949499267,0.3580459448999787,type_a,0
0.7287066210052239,0.2555682918274411,1,-1.9622455564023884,45,False,1.728706621005224,0.6867546636978957,type_a,0
